"idCatalogoCuenta","desCatalogoCuenta"
10429,"VALORES A RECIBIR POR PRESTAMO DE TITULOS"
10450,"TENENCIA  DE  TITULOS De 1 a 7 días"
10452,"TENENCIA  DE  TITULOS De 8 días a 31 días"
10454,"TENENCIA  DE  TITULOS De 32 días a 92 días"
10456,"TENENCIA  DE  TITULOS De 93 días a 184 días"
10458,"TENENCIA  DE  TITULOS De 185 días a 366 días"
10460,"TENENCIA  DE  TITULOS De 367 días a 731 días"
10462,"TENENCIA  DE  TITULOS De 732 días a 1"
10464,"TENENCIA  DE  TITULOS De 1"
10466,"TENENCIA  DE  TITULOS De 1"
10468,"TENENCIA  DE  TITULOS De 1"
10470,"TENENCIA  DE  TITULOS De 2"
10472,"TENENCIA  DE  TITULOS De 3"
10474,"TENENCIA  DE  TITULOS De 5"
10476,"TENENCIA  DE  TITULOS Más de 7"
10479,"TITULOS A RECIBIR POR REPORTOS"
10500,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10502,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10504,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10506,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10508,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10510,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10512,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10514,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10516,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10518,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10520,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10522,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10524,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10526,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10529,"TENENCIA  DE  TITULOS VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10550,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10552,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10554,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10556,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10558,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10560,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10562,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10564,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10566,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10568,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10570,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10572,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10574,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10576,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10579,"VALORES A RECIBIR  POR  PRESTAMO  DE  TITULOS"
10600,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10602,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10604,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10606,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10608,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10610,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10612,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10614,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10616,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10618,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10620,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10622,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10624,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10626,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10629,"MONEDA  NACIONAL A  RECIBIR POR OPERACIONES DE REPORTO"
10630," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10632," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10634," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10636," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10638," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10640," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10642," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10644," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10646," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10648," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10650," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10652," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10654," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10656," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10659,"TITULOS A RECIBIR POR OPERACIONES DE  REPORTO"
10660," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10662," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10664," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10666," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10668," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10670," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10672," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10674," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10676," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10678," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10680," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10682," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10684," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10686," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10689," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10690,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10692,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10694,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10696,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10698,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10700,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10702,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10704,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10706,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10708,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10710,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10712,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10714,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10716,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10719," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10720,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10722,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10724,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10726,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10728,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10730,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10732,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10734,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10736,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10738,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10740,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10742,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10744,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10746,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10749,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10750,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 1 a 7 días"
10752,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 8 días a 31 días"
10754,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 32 días a 92 días"
10756,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 93 días a 184 días"
10758,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 185 días a 366 días"
10760,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 367 días a 731 días"
10762,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 732 días a 1"
10764,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 1"
10766,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 1"
10768,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 1"
10770,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 2"
10772,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 3"
10774,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS De 5"
10776,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS Más de 7"
10779,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10780,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 1 a 7 días"
10782,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 8 días a 31 días"
10784,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 32 días a 92 días"
10786,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 93 días a 184 días"
10788,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 185 días a 366 días"
10790,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 367 días a 731 días"
10792,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 732 días a 1"
10794,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 1"
10796,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 1"
10798,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 1"
10800,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 2"
10802,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 3"
10804,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS De 5"
10806,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS Más de 7"
10809,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR  FORWARDSDE VENTA DE DIVISAS MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS"
10810," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10812," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10814," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10816," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10818," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10820," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10822," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10824," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10826," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10828," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10830," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10832," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10834," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10836," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10839,"MONEDA NACIONAL A RECIBIR (FASE ACTIVA) POR FUTUROS DE VENTA DE DIVISAS  FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10840," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 1 a 7 días"
10842," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 8 días a 31 días"
10844," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 32 días a 92 días"
10846," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 93 días a 184 días"
10848," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 185 días a 366 días"
10850," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 367 días a 731 días"
10852," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 732 días a 1"
10854," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 1"
10856," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 1"
10858," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 1"
10860," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 2"
10862," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 3"
10864," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). De 5"
10866," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). Más de 7"
10869," FORWARDSDE COMPRA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL"
10870,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10872,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10874,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10876,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10878,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10880,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10882,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10884,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10886,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10888,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10890,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10892,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10894,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10896,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10899," FORWARDSDE VENTA DE SUBYACENTES DISTINTOS A TASAS DE INTERES NOMINAL Y DIVISAS (FASE ACTIVA). FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10900,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10902,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10904,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10906,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10908,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10910,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10912,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10914,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10916,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10918,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10920,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10922,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10924,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10926,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10929,"FUTUROS DE COMPRA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10930,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10932,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10934,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10936,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10938,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10940,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10942,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10944,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10946,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10948,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10950,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10952,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10954,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10956,"PAQUETES DE FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10959,"FUTUROS DE VENTA DE SUBYACENTES DISTINTOS A TASA DE INTERES NOMINAL"
10960,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10962,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10964,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10966,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10968,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10970,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10972,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10974,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10976,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10978,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10980,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10982,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10984,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
10986,"PAQUETES DE FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE ACTIVA)"
